Name,RA,Dec,Con,OT,Mag,Diam
H 1-27,265.075333,-22.321556,OPH,PN,nan,0.087
H 1-11,260.328125,-22.315250,OPH,PN,nan,0.107
M 1-40,272.105667,-22.281333,SGR,PN,14.70,0.083
Th 4-3,267.154625,-22.280361,SGR,PN,nan,0.000
M 3-13,265.404000,-22.217472,OPH,PN,nan,0.000
M 1-25,264.626333,-22.144111,OPH,PN,14.00,0.077
M 1-28,266.909417,-22.105444,SGR,PN,16.80,0.247
K 2-3,106.738125,-22.037278,CMA,PN,nan,1.050
Pe 2-10,268.403042,-21.977917,SGR,PN,nan,0.063
Th 4-7,268.093958,-21.853583,SGR,PN,nan,0.100
Y-C 2-32,283.877708,-21.827472,SGR,PN,nan,0.250
IC 4634,255.389958,-21.825889,OPH,PN,10.90,0.140
M 1-55,279.142708,-21.815889,SGR,PN,25.00,0.000
H 2-22,266.893500,-21.790250,SGR,PN,nan,0.103
M 1-47,277.297125,-21.781444,SGR,PN,13.10,0.077
H 1-24,263.407292,-21.771556,OPH,PN,nan,0.143
Hb 6,268.780083,-21.743861,SGR,PN,nan,0.083
M 1-12,109.839458,-21.732028,CMA,PN,15.30,0.000
Abell 66,299.382542,-21.610222,SGR,PN,14.90,4.450
H 2-8,261.191750,-21.562222,OPH,PN,nan,0.070
PBOZ 29,266.950000,-21.533333,SGR,PN,nan,nan
M 3-12,264.099750,-21.513778,OPH,PN,nan,0.100
H 2-12,262.649208,-21.480750,OPH,PN,nan,0.090
SaWe 4,285.566917,-21.447583,SGR,PN,nan,1.417
H 2-16,264.977583,-21.235083,OPH,PN,nan,0.280
H 2-18,265.870250,-21.164583,SGR,PN,nan,0.063
Abell 40,252.141250,-21.011000,OPH,PN,17.80,0.567
M 3-15,266.382125,-20.967167,SGR,PN,nan,0.070
M 3-11,263.838292,-20.955028,OPH,PN,nan,0.120
Abell 29,130.059292,-20.894806,PYX,PN,14.30,6.667
NGC 7293,337.411458,-20.837444,AQR,PN,7.60,16.333
PBOZ 22,263.750000,-20.766667,OPH,PN,nan,nan
PBOZ 33,271.150000,-20.616667,SGR,PN,nan,nan
PC 21,281.397708,-20.583417,SGR,PN,nan,0.220
Y-C 2-26,280.475000,-20.533333,SGR,PN,nan,nan
Y-C 2-5,122.673750,-20.525833,PUP,PN,nan,0.133
K 2-7,295.135333,-20.450028,SGR,PN,nan,2.333
NGC 6578,274.071917,-20.449806,SGR,PN,12.60,0.142
Th 4-1,266.584750,-20.231722,SGR,PN,nan,0.000
M 1-14,111.985542,-20.223194,PUP,PN,13.40,0.000
NGC 6445,267.313625,-20.009583,SGR,PN,13.20,0.550
M 3-31,281.006708,-19.915278,SGR,PN,nan,0.117
Th 4-4,267.600000,-19.900000,SGR,PN,nan,nan
Abell 36,205.171833,-19.882417,VIR,PN,11.80,6.167
M 1-11,107.819542,-19.850861,CMA,PN,15.50,0.000
NGC 6537,271.305792,-19.837111,SGR,PN,11.90,0.167
Pe 2-14,277.498000,-19.677111,SGR,PN,nan,0.083
M 1-24,264.551958,-19.628222,OPH,PN,14.20,0.107
Y-C 2-29,282.275000,-19.566667,SGR,PN,nan,nan
Th 4-9,268.989167,-19.473361,SGR,PN,nan,0.000
V-V 3-5,279.131958,-19.324250,SGR,PN,nan,0.000
K 1-12,117.549625,-19.302583,PUP,PN,nan,0.617
M 1-45,275.783667,-19.285111,SGR,PN,25.00,0.000
M 1-20,262.240083,-19.264944,OPH,PN,13.40,0.117
V-V 3-4,277.650000,-19.250000,SGR,PN,nan,nan
Sa 2-21,122.183458,-19.230472,PUP,PN,nan,0.667
M 1-48,277.374042,-19.095750,SGR,PN,15.70,0.080
NGC 6567,273.437750,-19.072028,SGR,PN,10.90,0.127
Th 4-5,267.618458,-19.053361,SGR,PN,nan,0.107
V-V 3-6,279.296333,-19.039444,SGR,PN,nan,0.000
PC 12,250.955625,-18.942528,OPH,PN,nan,0.077
NGC 4361,186.129333,-18.785889,CRV,PN,10.90,1.050
Th 4-6,267.738625,-18.779444,SGR,PN,nan,0.000
M 1-23,264.343167,-18.779222,OPH,PN,14.50,0.117
M 1-43,272.951958,-18.767444,SGR,PN,17.50,0.087
Th 4-2,266.538708,-18.660250,SGR,PN,nan,0.317
NGC 3242,156.191292,-18.643861,HYA,PN,8.60,0.417
M 1-22,263.791958,-18.571889,OPH,PN,14.70,0.150
He 2-260,264.739083,-18.293278,OPH,PN,nan,0.167
M 1-50,278.336917,-18.275000,SGR,PN,13.10,0.093
NGC 2440,115.480917,-18.209111,PUP,PN,10.80,0.267
Abell 51,285.254458,-18.204278,SGR,PN,14.00,1.117
SaWe 3,276.513125,-18.201583,SGR,PN,nan,1.833
M 1-13,110.312083,-18.143361,CMA,PN,12.60,0.167
Th 4-10,269.277625,-18.111944,SGR,PN,nan,0.000
DeHt 3,289.269208,-18.026167,SGR,PN,nan,0.533
Y-C 40,117.500000,-17.866667,PUP,PN,nan,nan
Th 4-11,270.037792,-17.674917,SGR,PN,nan,0.083
M 2-17,268.019000,-17.604167,SGR,PN,14.80,0.107
M 1-53,278.951125,-17.602306,SGR,PN,14.00,0.100
SaSt 3-166,277.297333,-17.453611,SGR,PN,nan,0.217
IC 972,211.108708,-17.226194,VIR,PN,nan,0.700
M 1-56,279.442958,-17.096333,SGR,PN,13.50,0.167
M 1-54,279.035000,-16.999667,SGR,PN,12.50,0.217
MaC 1-4,261.658792,-16.807972,OPH,PN,nan,0.000
Abell 44,277.546958,-16.757389,SGR,PN,15.80,0.883
M 1-32,269.081458,-16.483722,SGR,PN,15.00,0.127
NGC 6439,267.082583,-16.479000,SGR,PN,12.70,0.083
M 2-15,266.726083,-16.289861,SGR,PN,14.60,0.097
NGC 2610,128.347875,-16.148861,HYA,PN,13.00,0.633
K 1-10,108.147667,-16.095417,CMA,PN,nan,1.033
Sa 2-230,265.511583,-15.936861,SER,PN,nan,0.167
PM 1-188,268.586833,-15.930833,SER,PN,nan,0.067
Sa 2-237,266.173208,-15.753667,SER,PN,nan,0.000
Abell 7,75.783458,-15.603611,LEP,PN,nan,12.667
M 3-30,280.313083,-15.562972,SCT,PN,nan,0.287
M 1-46,276.986542,-15.549250,SCT,PN,14.60,0.183
M 1-33,269.743167,-15.538000,SER,PN,13.70,0.080
MaC 1-15,284.300000,-15.483333,SCT,PN,nan,nan
Abell 41,262.265667,-15.222528,SER,PN,15.60,0.307
Sa 3-134,277.332250,-15.127861,SCT,PN,nan,0.000
Sa 3-96,268.950000,-15.050000,SER,PN,nan,nan
M 1-52,278.493250,-14.873917,SCT,PN,15.50,0.110
NGC 2438,115.459583,-14.735639,PUP,PN,10.10,1.067
Sa 3-111,270.279458,-14.505361,SER,PN,nan,0.100
OH/IR 17.7-2.0,277.625000,-14.483333,SCT,PN,nan,nan
M 1-61,281.479667,-14.460472,SCT,PN,12.50,0.000
M 1-18,115.513917,-14.353361,PUP,PN,14.40,0.500
NGC 6818,295.991833,-14.152028,SGR,PN,9.90,0.333
SaSt 2- 3,117.014958,-14.128528,PUP,PN,nan,0.000
M 1-60,280.908875,-13.746861,SCT,PN,14.10,0.167
M 3-54,278.265708,-13.738889,SCT,PN,nan,0.000
PB 1,105.694417,-13.713972,CMA,PN,nan,0.167
BoBn 1,9.325750,-13.703333,CET,PN,nan,0.050
Sa 1-8,282.684625,-13.517306,SCT,PN,nan,0.133
M 1-39,271.878333,-13.480917,SER,PN,18.30,0.083
M 2-13,262.142458,-13.439028,SER,PN,14.50,0.117
M 4-10,278.557708,-13.206833,SCT,PN,nan,0.000
M 1-63,282.877875,-13.176833,SCT,PN,14.40,0.070
Abell 34,146.396250,-13.170528,HYA,PN,12.90,4.833
IC 2165,95.427542,-12.986028,CMA,PN,10.60,0.150
NGC 6309,258.515167,-12.910167,OPH,PN,11.50,0.258
K 2-5,268.604000,-12.804889,SER,PN,nan,0.410
NGC 1535,63.571583,-12.736472,ERI,PN,9.40,0.350
IC 418,81.868000,-12.696722,LEP,PN,nan,0.200
Abell 60,289.822958,-12.247722,SGR,PN,16.20,1.233
We 1- 7,281.030958,-12.216167,SCT,PN,nan,0.283
MaC 1-16,285.338792,-11.973250,SGR,PN,nan,0.167
NGC 246,11.766000,-11.872667,CET,PN,nan,4.083
Sa 2-4,106.675000,-11.766667,CMA,PN,nan,nan
Abell 45,277.572625,-11.614972,SCT,PN,12.80,4.750
M 1-17,115.092500,-11.541694,PUP,PN,13.50,0.050
NGC 7009,316.045167,-11.365722,AQR,PN,8.30,0.475
M 1-51,278.370083,-11.122806,SCT,PN,16.70,0.158
M 1-58,280.737625,-11.114778,SCT,PN,13.90,0.107
M 3-53,276.032750,-11.112417,SCT,PN,nan,0.077
Na 2,289.580500,-11.103278,AQL,PN,nan,0.267
We 2-37,109.025000,-10.883333,MON,PN,nan,nan
M 4-8,273.040000,-10.716333,SER,PN,nan,0.000
M 1-57,280.084208,-10.663167,SCT,PN,13.50,0.140
M 3-52,272.608958,-10.485667,SER,PN,nan,0.193
M 3-55,278.311125,-10.251972,SCT,PN,nan,0.120
HDW 5,95.905250,-10.223028,MON,PN,nan,1.567
We 1- 6,109.358542,-10.177861,MON,PN,nan,1.033
M 3-25,273.819833,-10.169778,SER,PN,nan,0.065
M 2-9,256.407667,-10.142333,OPH,PN,nan,0.287
M 3-28,278.171625,-10.096806,SCT,PN,nan,0.150
M 4-11,283.572458,-10.086278,SCT,PN,nan,0.350
DHW 2-1,256.725000,-9.783333,OPH,PN,nan,nan
M 1-16,114.328792,-9.646694,MON,PN,13.90,0.050
Pe 1-17,281.951500,-9.152306,SCT,PN,nan,0.083
M 1-59,280.834167,-9.080306,SCT,PN,13.30,0.077
IC 4846,289.117583,-9.043500,AQL,PN,11.90,0.033
CTS 1,271.759542,-8.933111,SER,PN,nan,0.050
K 3-11,280.280583,-8.933111,SCT,PN,nan,0.000
K 4-8,283.583750,-8.892333,SCT,PN,nan,0.000
IC 1295,283.652167,-8.830333,SCT,PN,12.50,1.500
MaC 1-13,277.146167,-8.723389,SCT,PN,nan,0.283
MaC 1-12,275.350000,-8.533333,SER,PN,nan,nan
M 2-46,281.644042,-8.467083,SCT,PN,nan,0.073
Abell 42,262.881042,-8.319472,OPH,PN,16.50,1.000
MA 13,277.627000,-7.461333,SCT,PN,nan,0.000
Pe 1-15,281.602542,-7.242806,SCT,PN,nan,0.083
Abell 70,307.888125,-7.089194,AQL,PN,14.30,0.700
Pe 1-19,282.686917,-7.025444,SCT,PN,nan,0.073
MA 2,273.803875,-6.953167,SER,PN,nan,0.167
Pe 2-15,281.364917,-6.949417,SCT,PN,nan,0.050
Pe 1-16,281.884750,-6.898972,SCT,PN,nan,0.127
MA 3,274.453125,-6.806667,SER,PN,nan,0.083
Pe 1-14,280.523000,-6.684083,SCT,PN,nan,0.077
M 3-34,291.757167,-6.581639,AQL,PN,nan,0.093
WhBe 1,279.275000,-6.500000,SCT,PN,nan,nan
Abell 49,283.371750,-6.487194,SCT,PN,16.20,0.583
Vy 1-4,283.507958,-6.438972,SCT,PN,nan,0.250
LSA 1,288.482333,-6.314111,AQL,PN,nan,0.233
K 4-5,281.396500,-6.308250,SCT,PN,nan,0.333
MaC 2-1,75.924250,-6.159444,ERI,PN,nan,0.000
M 2-40,275.349292,-6.032889,SER,PN,nan,0.083
Pe 1-20,284.321792,-5.994639,SCT,PN,nan,0.107
NGC 6751,286.481500,-5.991167,AQL,PN,11.50,0.342
HuLo 1,286.475000,-5.983333,AQL,PN,nan,nan
Pe 1-18,282.194208,-5.934444,SCT,PN,nan,0.113
Pe 1-21,284.458417,-5.460389,SCT,PN,nan,0.143
Y-C 37,111.625000,-5.366667,MON,PN,nan,nan
M 3-3,111.641875,-5.364889,MON,PN,nan,0.203
We 1- 5,100.393583,-5.044306,MON,PN,nan,0.250
M 4-9,273.577583,-4.989222,SER,PN,nan,0.733
M 2-45,279.840833,-4.330667,SCT,PN,nan,0.107
Anon. 19h19m,290.500000,-4.200000,AQL,PN,nan,nan
HDW 11,292.779333,-3.706722,AQL,PN,nan,0.783
TDC 1,281.222708,-3.342639,AQL,PN,nan,0.093
Na 1,258.213667,-3.265917,OPH,PN,nan,0.083
Abell 48,280.706292,-3.216500,AQL,PN,17.20,0.667
M 2-44,279.401583,-3.099417,SER,PN,nan,0.123
St 3-1,106.701375,-3.078556,MON,PN,nan,0.250
Y-C 43,199.200000,-3.066667,VIR,PN,nan,nan
Abell 18,104.059583,-2.885583,MON,PN,17.00,1.217
K 1-13,121.688500,-2.878556,MON,PN,15.40,2.750
Abell 33,144.787583,-2.809056,HYA,PN,12.90,4.500
M 2-43,276.666833,-2.716028,SER,PN,nan,0.250
NGC 6772,288.618458,-2.707333,AQL,PN,12.60,1.067
K 3-7,278.556792,-2.460417,SER,PN,nan,0.133
Abell 55,287.626875,-2.350528,AQL,PN,13.20,1.033
K 3-18,285.142917,-2.199083,AQL,PN,nan,0.067
RWT 152,112.475000,-2.100000,MON,PN,nan,nan
SRWW 1,108.925000,-1.883333,MON,PN,nan,nan
K 3-20,285.541500,-1.811083,AQL,PN,nan,0.000
HaTr 10,282.603000,-1.669111,AQL,PN,nan,0.417
NGC 6778,289.604125,-1.598056,AQL,PN,12.10,0.263
K 3-2,276.252333,-1.514722,SER,PN,nan,0.167
K 3-19,285.402542,-1.318806,AQL,PN,nan,0.000
K 4-17,287.350000,-1.150000,AQL,PN,nan,nan
M 1-66,284.609333,-1.062667,AQL,PN,13.00,0.167
WeSb 4,282.667583,-1.053806,AQL,PN,nan,0.500
NGC 2346,107.342042,-0.804833,MON,PN,11.90,0.867
MaC 2-2,82.250000,-0.683333,ORI,PN,nan,nan
TDC 2,282.375000,-0.633333,AQL,PN,nan,nan
Sa 3-151,284.714333,-0.549111,AQL,PN,nan,0.000
NGC 6741,285.651375,-0.446389,AQL,PN,11.40,0.133
PC 20,280.764292,-0.276472,AQL,PN,nan,0.167
Sn 1,245.268500,-0.269722,SER,PN,nan,0.100
Abell 47,278.841958,-0.225417,SER,PN,19.50,0.267
M 1-6,98.936042,-0.094750,MON,PN,nan,0.083
K 3-6,278.322833,0.196250,SER,PN,nan,0.000
K 3-26,288.664917,0.227083,AQL,PN,nan,0.167
MaC 2-3,84.575000,0.233333,ORI,PN,nan,nan
WeSb 3,271.503125,0.376861,OPH,PN,nan,0.600
Sh 2-68,276.243750,0.860694,SER,PN,nan,6.667
K 3-3,276.789417,1.241667,SER,PN,nan,0.153
NGC 6790,290.737292,1.512944,AQL,PN,10.70,0.117
Ap 2-1,284.533292,1.618389,AQL,PN,nan,0.547
NGC 6852,300.165417,1.731083,AQL,PN,12.90,0.467
Abell 20,110.740917,1.760389,CMI,PN,14.00,1.117
Abell 58,289.584875,1.780778,AQL,PN,17.40,0.667
K 3-13,281.352333,2.023139,AQL,PN,nan,0.000
Sh 2-71,285.250375,2.156472,AQL,PN,nan,1.667
HaTr 13,287.008708,2.356639,AQL,PN,nan,0.350
K 3-4,277.752083,2.426611,SER,PN,nan,0.197
PC 19,276.185500,2.491000,SER,PN,nan,0.233
K 1-11,114.027875,2.704778,CMI,PN,15.40,1.400
M 1-9,106.329958,2.783111,MON,PN,nan,0.200
Abell 56,288.277625,2.880306,AQL,PN,14.10,3.017
Abell 24,117.910500,3.007472,CMI,PN,13.90,5.917
HaTr 11,285.747125,3.039111,AQL,PN,nan,0.200
Abell 67,299.621917,3.039611,AQL,PN,13.60,1.117
DeHt 2,265.419333,3.117083,OPH,PN,nan,1.567
M 1-8,103.391000,3.140139,MON,PN,nan,0.300
K 4-19,288.344333,3.417583,AQL,PN,nan,0.000
K 3-1,275.840458,3.607833,OPH,PN,nan,0.133
M 1-69,288.474167,3.629278,AQL,PN,14.00,0.000
Abell 13,91.194750,3.940806,ORI,PN,15.30,2.550
K 3-5,277.941125,4.086694,SER,PN,nan,0.163
We 2-34,105.115375,4.345639,MON,PN,nan,3.833
K 4-50,101.775000,4.616667,MON,PN,nan,nan
M 2-47,288.393667,4.635028,AQL,PN,nan,0.107
HaTr 12,285.950000,5.166667,AQL,PN,nan,nan
K 3-30,289.115375,5.222056,AQL,PN,nan,0.000
K 3-72,95.978583,5.503444,MON,PN,nan,0.175
Abell 64,296.400000,5.566667,AQL,PN,15.30,0.667
NGC 6807,293.639708,5.684028,AQL,PN,12.20,0.033
YM 16,283.736833,6.044667,SER,PN,13.00,5.067
Abell 53,286.691000,6.398833,AQL,PN,16.30,0.517
NGC 6781,289.617958,6.539861,AQL,PN,11.80,1.800
NGC 6572,273.031125,6.856861,OPH,PN,9.00,0.180
K 1-7,82.949083,6.935806,ORI,PN,nan,0.567
HaTr 14,287.306167,7.095306,AQL,PN,nan,0.300
K 3-17,284.075875,7.122944,AQL,PN,nan,0.247
K 3-36,293.161958,7.466222,AQL,PN,nan,0.200
We 1- 4,93.640083,7.575639,ORI,PN,nan,0.667
M 4-14,290.254750,7.616389,AQL,PN,nan,0.123
Abell 31,133.554792,8.899639,CNC,PN,12.00,16.167
NGC 2022,85.526583,9.088389,ORI,PN,12.40,0.317
NGC 6804,292.899250,9.227278,AQL,PN,12.20,0.583
HDW 7,118.797042,9.553194,CMI,PN,nan,1.567
Abell 12,90.595000,9.650722,ORI,PN,12.40,0.617
Vy 2-2,291.091417,9.898556,AQL,PN,nan,0.233
K 3-15,282.923042,9.914556,AQL,PN,nan,0.000
K 2-2,103.126750,9.963417,MON,PN,nan,6.917
NGC 6803,292.818333,10.056639,AQL,PN,11.30,0.092
Cn 3-1,274.385667,10.153750,OPH,PN,nan,0.075
PM 1-276,285.575500,10.290028,AQL,PN,nan,0.233
Re 1,17.775000,10.366667,PSC,PN,nan,nan
PB 9,291.936625,10.405722,AQL,PN,nan,0.200
K 3-14,282.136667,10.597472,AQL,PN,nan,0.000
Abell 62,293.326333,10.616972,AQL,PN,14.70,2.683
Abell 43,268.384792,10.622111,OPH,PN,14.60,1.333
K 3-33,290.611125,10.689278,AQL,PN,nan,0.000
WeDe 1,89.853125,10.694611,ORI,PN,nan,15.417
J 320,76.393250,10.706028,ORI,PN,12.90,0.107
M 1-65,284.138583,10.870528,AQL,PN,16.60,0.060
EGB 5,122.811333,10.950556,CNC,PN,nan,2.833
EGB 2,29.500000,10.966667,ARI,PN,nan,nan
K 2-4,184.575000,11.050000,VIR,PN,nan,nan
K 4-48,99.982792,11.108417,MON,PN,nan,0.000
Abell 14,92.786542,11.779833,ORI,PN,17.50,0.550
K 3-22,287.360583,12.013389,AQL,PN,nan,0.000
IC 4593,242.934667,12.074306,HER,PN,12.00,0.217
Pease 1,322.497583,12.174028,PEG,PN,14.90,0.017
K 3-16,283.256917,12.267194,HER,PN,17.70,0.133
PB 10,292.060125,12.326889,AQL,PN,nan,0.167
Y-C 45,265.775000,12.350000,OPH,PN,nan,nan
H 3-75,85.185000,12.354778,ORI,PN,13.90,0.400
V-V 1-4,93.800000,12.366667,ORI,PN,nan,nan
CTSS 2,282.684250,12.609778,HER,PN,nan,0.000
NeVe 7,98.375000,12.633333,GEM,PN,nan,nan
Y-C 44,264.600000,12.683333,OPH,PN,nan,nan
NGC 6891,303.788750,12.701972,DEL,PN,10.40,0.250
NGC 7094,324.220542,12.788333,PEG,PN,13.70,1.567
Abell 21,112.262000,13.241667,GEM,PN,10.20,10.250
CW Leo,147.000000,13.283333,LEO,PN,nan,nan
DeHt 4,291.610208,13.328444,AQL,PN,nan,0.667
Abell 72,312.508458,13.557889,DEL,PN,12.70,2.117
CTSS 4,286.596417,13.744861,AQL,PN,nan,0.167
EGB 6,148.252125,13.747472,LEO,PN,18.00,12.000
PC 22,295.513125,13.844194,AQL,PN,nan,0.333
K 3-29,288.877292,14.063861,AQL,PN,nan,0.000
CTSS 3,285.781833,14.116056,AQL,PN,nan,10.000
K 3-21,285.667875,14.481083,AQL,PN,nan,0.120
M 3-27,276.951083,14.485389,HER,PN,nan,0.017
Abell 19,104.986000,14.613028,GEM,PN,16.30,1.117
K 4-28,292.569333,14.789389,AQL,PN,nan,0.000
We 3- 1,278.510458,14.821778,HER,PN,nan,2.250
M 1-73,295.287833,14.948222,AQL,PN,13.70,0.083
He 2-429,288.408458,14.991611,AQL,PN,nan,0.070
K 3-24,288.025417,15.150389,AQL,PN,nan,0.103
M 1-74,295.578292,15.151444,AQL,PN,12.90,0.083
PHL 932,14.989500,15.736000,PSC,PN,nan,4.583
He 2-428,288.272417,15.778222,AQL,PN,nan,0.160
K 4-16,286.214208,15.793333,AQL,PN,nan,0.000
Me 1-1,294.791583,15.947167,AQL,PN,12.60,0.133
K 3-41,294.826750,16.354750,AQL,PN,nan,0.000
IC 4997,305.036500,16.731472,SGE,PN,11.60,0.027
HM Sge,295.500000,16.750000,SGE,PN,nan,nan
M 1-67,287.880125,16.858917,SGE,PN,nan,1.350
NGC 6879,302.610750,16.922194,SGE,PN,12.70,0.083
Abell 63,295.543667,17.085472,SGE,PN,16.90,0.667
PM 1-295,289.826458,17.197028,SGE,PN,nan,0.333
K 3-38,293.826125,17.217333,SGE,PN,nan,0.067
WhMe 1,288.750000,17.379889,SGE,PN,nan,0.000
He 2-430,288.519583,17.526028,SGE,PN,nan,0.083
K 3-51,300.650667,17.613806,SGE,PN,nan,0.250
M 1-72,295.391500,17.754861,SGE,PN,16.50,0.167
J 900,96.488542,17.790944,GEM,PN,11.80,0.150
Abell 30,131.726667,17.875722,CNC,PN,13.00,2.117
Abell 52,286.134208,17.952750,AQL,PN,16.80,0.617
K 3-43,295.104917,18.821889,SGE,PN,nan,0.047
K 3-31,289.761000,19.039194,SGE,PN,nan,0.000
K 1-17,285.905125,19.356417,SGE,PN,nan,0.750
Ba 1,58.373708,19.464139,TAU,PN,13.90,0.633
Abell 59,289.670583,19.565528,SGE,PN,16.40,1.450
M 1-71,294.110667,19.708333,VUL,PN,13.90,0.063
WeSb 5,300.425125,19.911500,SGE,PN,17.00,2.500
NGC 6886,303.178583,19.989556,SGE,PN,11.40,0.092
NGC 6905,305.593375,20.105111,DEL,PN,11.90,0.667
K 3-42,294.899042,20.317222,VUL,PN,nan,0.057
He 1- 5,302.983042,20.334861,SGE,PN,nan,0.483
K 4-10,284.763292,20.617472,SGE,PN,nan,0.500
Hu 2-1,282.448167,20.844278,HER,PN,nan,0.043
NGC 2392,112.294500,20.910222,GEM,PN,9.90,0.325
He 1- 1,290.945042,21.111083,VUL,PN,nan,0.090
He 2-432,290.853333,21.133472,VUL,PN,nan,0.083
He 1- 2,291.657375,21.159861,VUL,PN,nan,0.083
He 2-447,296.342333,21.334417,VUL,PN,nan,0.083
HDW 6,100.040833,21.415750,GEM,PN,nan,1.267
K 1-14,265.654583,21.447361,HER,PN,15.60,0.783
K 3-35,291.933417,21.500972,VUL,PN,nan,0.000
Abell 68,300.044875,21.716028,VUL,PN,15.20,0.633
He 1- 3,297.104458,22.166778,VUL,PN,nan,0.133
We 1-8,297.225000,22.416667,VUL,PN,nan,nan
Messier 27,299.900625,22.716806,VUL,PN,7.60,6.700
Abell 54,287.163875,22.980944,VUL,PN,16.08,0.933
K 4-30,293.300000,22.983333,VUL,PN,nan,nan
K 3-40,294.090917,23.663250,VUL,PN,nan,0.000
NGC 6210,251.122458,23.796806,HER,PN,9.30,0.270
M 1-7,99.337375,24.010000,GEM,PN,nan,0.147
Abell 74,319.218125,24.147583,VUL,PN,15.80,13.833
K 3-45,296.565250,24.185306,VUL,PN,nan,0.113
M 1-5,86.708417,24.367417,TAU,PN,nan,0.033
K 3-37,293.444708,24.540861,VUL,PN,nan,0.000
K 3-39,293.976750,24.913972,VUL,PN,nan,0.000
H 3-29,69.336750,25.049944,TAU,PN,15.30,0.333
PM 1-310,294.717833,25.091917,VUL,PN,nan,0.000
He 2-440,294.534833,25.261361,VUL,PN,nan,0.050
K 3-70,89.688917,25.312222,TAU,PN,nan,0.030
K 3-34,291.011667,25.313639,VUL,PN,nan,0.160
He 1- 6,304.339750,25.362083,VUL,PN,nan,0.313
K 3-54,301.244292,25.443639,VUL,PN,nan,0.000
Abell 57,289.264792,25.624000,VUL,PN,14.40,0.617
LoTr 5,193.892083,25.891111,COM,PN,nan,8.750
M 2-48,297.617250,25.906000,VUL,PN,nan,0.133
NeVe 6,90.475000,26.416667,GEM,PN,nan,nan
We 1- 9,302.268708,26.448111,VUL,PN,nan,0.400
He 2-442,294.914833,26.516139,VUL,PN,nan,0.167
He 2-437,293.239917,26.879000,VUL,PN,nan,0.120
K 3-71,93.479042,26.882500,GEM,PN,nan,0.052
Abell 46,277.828542,26.938111,LYR,PN,13.80,1.050
PC 24,304.908625,27.003833,VUL,PN,nan,0.083
K 3-53,300.843500,27.015250,VUL,PN,nan,0.100
IRAS 18095+2704,272.875000,27.083333,HER,PN,nan,nan
K 1-15,266.238000,27.335278,HER,PN,nan,0.717
H 4-1,194.865042,27.637250,COM,PN,nan,0.045
Abell 39,246.889250,27.909639,HER,PN,12.90,2.900
Vy 1-2,268.595708,28.000056,HER,PN,nan,0.077
Pu 1,88.201625,28.107306,TAU,PN,nan,1.083
WeSb 2,94.045667,28.368111,AUR,PN,18.00,2.250
K 3-27,288.625250,28.678611,LYR,PN,14.90,0.273
K 3-68,82.898333,28.978000,AUR,PN,nan,0.167
NGC 6842,298.759750,29.289250,VUL,PN,13.60,0.950
NGC 2371,111.397042,29.493278,GEM,PN,13.00,0.733
He 2-459,303.491167,29.565556,CYG,PN,nan,0.083
K 3-58,305.493292,29.990056,CYG,PN,nan,0.130
Jn 1,353.973125,30.467222,PEG,PN,12.10,5.333
BD+30 3639,293.688458,30.516306,CYG,PN,nan,0.125
K 3-52,300.797667,30.542833,CYG,PN,nan,0.000
NGC 6765,287.780208,30.548333,LYR,PN,13.01,0.667
NGC 6894,304.099625,30.565056,CYG,PN,14.40,0.667
NGC 1514,62.321083,30.776278,TAU,PN,12.45,2.200
K 2-1,76.786042,30.834139,AUR,PN,nan,2.200
K 4-37,297.752542,31.041917,CYG,PN,nan,0.200
M 1-75,301.183000,31.457278,CYG,PN,16.00,0.243
Abell 78,323.872917,31.695750,CYG,PN,13.40,1.783
CoMaC 3,300.800000,31.916667,CYG,PN,nan,nan
He 1- 4,299.823667,31.921583,CYG,PN,nan,0.373
K 3-55,301.734167,32.275944,CYG,PN,nan,0.083
K 4-41,299.141708,32.370250,CYG,PN,nan,0.000
M 3-35,305.265625,32.490083,CYG,PN,nan,0.083
PC 23,297.969583,32.988333,CYG,PN,nan,0.083
Messier 57,283.398917,33.027861,LYR,PN,9.70,1.267
Kj 1-2,300.225000,33.266667,CYG,PN,nan,nan
K 3-49,298.501750,33.366750,CYG,PN,nan,0.050
K 3-76,306.279917,33.570000,CYG,PN,nan,0.072
K 3-66,69.155167,33.658389,PER,PN,nan,0.000
K 3-46,297.500708,33.765306,CYG,PN,nan,0.383
GM 1-11,95.925000,33.816667,AUR,PN,nan,nan
IC 2003,59.091708,33.875194,PER,PN,12.60,0.143
K 3-57,303.198500,34.342389,CYG,PN,nan,0.100
IC 351,56.887250,35.046972,PER,PN,nan,0.117
M 1-64,282.507125,35.243111,LYR,PN,12.90,0.287
V 1329 Cyg,312.750000,35.583333,CYG,PN,nan,nan
PP 40,85.218917,35.709667,AUR,PN,nan,0.500
Abell 9,82.250000,36.033333,AUR,PN,nan,nan
CRL 618,70.722333,36.114639,AUR,PN,nan,0.200
Pu 2,85.643167,36.151528,AUR,PN,nan,0.333
MaCCo 2,308.825000,36.200000,CYG,PN,nan,nan
CRL 2688,315.575000,36.700000,CYG,PN,13.50,0.400
K 3-67,69.949750,36.761861,PER,PN,nan,0.000
NeVe 2,300.075000,36.983333,CYG,PN,nan,nan
NeVe 8,100.500000,37.133333,AUR,PN,nan,nan
NGC 6881,302.718417,37.411833,CYG,PN,14.30,0.067
IC 2120,79.550000,37.566667,AUR,PN,nan,nan
