Name,RA,Dec,Con,OT,Mag,Diam,Other
NGC 960,37.922250,-9.300380,CET,GX,14.79,1.230,SABb
NGC 1035,39.871200,-8.133080,CET,GX,12.91,2.089,Sc
NGC 1076,40.871850,-14.754310,CET,GX,13.56,1.820,S0-a
NGC 1071,40.782750,-8.773870,CET,GX,15.32,1.202,SBa
NGC 1048B,40.158150,-8.533320,CET,GX,15.47,1.175,S0-a
NGC 1084,41.499600,-7.578580,ERI,GX,11.19,3.388,Sc
NGC 145,7.940550,-5.152710,CET,GX,13.18,1.778,Sd
NGC 168,9.161100,-22.593520,CET,GX,14.88,1.318,S0-a
NGC 172,9.306600,-22.587000,CET,GX,14.09,2.042,SBbc
NGC 167,8.846100,-23.374990,CET,GX,14.39,0.955,SBc
NGC 209,9.764850,-18.608310,CET,GX,14.18,1.122,E-S0
NGC 232,10.690650,-23.561300,CET,GX,14.42,0.977,SBa
NGC 235B,10.723200,-23.544680,CET,GX,14.01,1.288,S0
NGC 274,12.757800,-7.057020,CET,GX,13.40,1.259,E-S0
NGC 291,13.374600,-8.767760,CET,GX,14.83,0.977,SBa
NGC 309,14.177700,-9.913870,CET,GX,12.73,2.239,SABc
NGC 353,15.602250,-1.958560,CET,GX,14.63,1.259,SBab
NGC 364,16.170150,-0.802770,CET,GX,14.37,1.413,S0
NGC 450,18.876900,-0.860910,CET,GX,12.80,2.951,SABc
NGC 556,21.802650,-22.697730,CET,GX,15.56,0.457,E-S0
NGC 541,21.434700,-1.379490,CET,GX,13.14,2.138,E
NGC 617,23.510550,-9.774180,CET,GX,15.43,0.589,Sab
NGC 707,27.862950,-8.505380,CET,GX,14.59,1.318,E-S0
NGC 720,28.252200,-13.738590,CET,GX,11.15,4.467,E
NGC 3383,161.830050,-24.438090,HYA,GX,13.55,1.445,SBbc
NGC 3393,162.097650,-25.161990,HYA,GX,13.06,1.950,SBa
NGC 3411,162.608700,-12.845100,HYA,GX,12.93,1.862,E
NGC 3420,162.540300,-17.242390,HYA,GX,14.73,1.148,SBa
NGC 3431,162.812700,-17.007990,CRT,GX,14.43,1.514,SABb
NGC 3511,165.849000,-23.086640,CRT,GX,11.54,6.026,SABc
NGC 3514,165.999600,-18.780580,CRT,GX,13.71,1.230,SABc
NGC 3280,158.189550,-12.637220,HYA,GX,nan,nan,
NGC 1516,62.032950,-8.830830,ERI,GX,nan,nan,
NGC 3637,170.164800,-10.257340,CRT,GX,13.51,2.455,S0
NGC 3679,170.450250,-5.757650,LEO,GX,14.79,1.202,E
NGC 7592B,349.594050,-4.416230,AQR,GX,10.69,nan,Sb
NGC 3724,173.619450,-9.660140,CRT,GX,15.11,1.445,S0-a
NGC 3732,173.558100,-9.845640,CRT,GX,12.96,1.288,S0-a
NGC 3774,174.626100,-8.976060,CRT,GX,14.73,1.096,Sb
NGC 3823,175.562850,-13.867030,CRT,GX,13.73,1.950,E
NGC 3865,176.217000,-9.233220,CRT,GX,13.01,1.862,SABb
NGC 3923,177.757350,-28.805950,HYA,GX,10.77,6.918,E
NGC 3969,178.788450,-18.927390,CRT,GX,13.98,1.318,S0-a
NGC 3962,178.667100,-13.974960,CRT,GX,11.61,4.169,E
NGC 4035,180.121650,-15.948360,CRV,GX,14.08,1.230,SABb
NGC 4114,181.801050,-14.185420,CRV,GX,13.95,2.138,SABa
NGC 4130,182.221650,-9.036430,VIR,GX,13.08,2.570,SBab
NGC 4177,183.171900,-14.014590,CRV,GX,13.27,1.820,Sc
NGC 4279,185.104200,-11.666490,VIR,GX,14.89,1.175,S0-a
NGC 4285,185.165850,-11.641890,VIR,GX,14.99,0.933,Sa
NGC 4484,187.219500,-11.652090,VIR,GX,14.20,1.259,Sc
NGC 4504,188.072700,-7.563390,VIR,GX,12.17,3.162,SABc
NGC 4524,188.476500,-12.027550,CRV,GX,14.24,1.259,SABb
NGC 4546,188.872950,-3.793260,VIR,GX,11.35,3.162,E-S0
NGC 4597,190.053750,-5.799060,VIR,GX,12.87,3.548,Sm
NGC 4593,189.914400,-5.344180,VIR,GX,12.16,2.399,Sb
NGC 4626,190.605900,-7.044120,VIR,GX,13.91,1.622,SBbc
NGC 4697,192.149700,-5.800770,VIR,GX,10.25,7.079,E
NGC 4716,192.638550,-9.450530,VIR,GX,13.87,1.122,S0
NGC 4703,192.328950,-9.108390,VIR,GX,14.38,1.698,Sb
NGC 4899,195.235950,-13.944220,VIR,GX,12.66,2.042,SABc
NGC 4958,196.453800,-8.020230,VIR,GX,11.49,4.786,S0
NGC 4955,196.519950,-29.754290,HYA,GX,13.16,2.344,E
NGC 4990,197.322000,-5.272780,VIR,GX,14.27,0.891,S0
NGC 5006,197.940750,-19.261740,VIR,GX,13.40,2.089,S0-a
NGC 4989,197.316900,-5.396310,VIR,GX,14.40,1.413,S0
NGC 5036,198.678450,-4.178440,VIR,GX,15.32,0.692,E-S0
NGC 5042,198.879600,-23.983510,HYA,GX,12.58,4.169,SABc
NGC 5049,198.997050,-16.397110,VIR,GX,13.75,1.995,S0
NGC 5076,199.876650,-12.740870,VIR,GX,13.90,1.349,S0-a
NGC 5079,199.908600,-12.698940,VIR,GX,13.04,1.380,SBbc
NGC 5135,201.433350,-29.833500,HYA,GX,12.83,2.399,Sab
NGC 5183,202.525650,-1.720600,VIR,GX,13.85,1.738,Sb
NGC 5182,202.671150,-28.150290,HYA,GX,13.35,2.042,Sbc
NGC 5184,202.547850,-1.663150,VIR,GX,13.61,1.585,SABb
NGC 5254,204.907950,-11.493860,VIR,GX,12.67,3.311,Sc
NGC 5260,205.083000,-23.858060,HYA,GX,13.57,1.660,Sc
NGC 5264,205.403100,-29.912730,HYA,GX,12.59,2.951,IB
NGC 5495,213.097350,-27.108060,HYA,GX,13.52,1.514,Sc
NGC 5592,215.979300,-28.688060,HYA,GX,13.50,1.622,Sbc
NGC 5605,216.281550,-13.162950,LIB,GX,13.13,1.514,SABc
NGC 5626,217.454550,-29.748440,HYA,GX,14.00,1.380,S0-a
NGC 5728,220.599600,-17.253010,LIB,GX,12.23,3.162,Sa
NGC 5792,224.594550,-1.091030,LIB,GX,12.12,3.548,Sb
NGC 5793,224.853300,-16.693470,LIB,GX,14.23,1.950,Sb
NGC 5872,227.731950,-11.479960,LIB,GX,14.21,1.778,S0
NGC 5863,227.701500,-18.430920,LIB,GX,13.23,1.445,SABa
NGC 5892,228.450900,-15.463680,LIB,GX,13.27,3.020,SABc
NGC 5891,229.055700,-11.494210,LIB,GX,14.59,0.832,Sbc
NGC 6172,245.542950,-1.514770,SER,GX,14.21,0.891,E
NGC 6835,298.637850,-12.567930,SGR,GX,13.33,2.754,SBa
NGC 6936,308.984550,-25.279940,CAP,GX,13.95,1.820,E-S0
NGC 7019,316.607100,-24.412670,CAP,GX,15.09,0.741,SBb
NGC 7047,319.115100,-0.826470,AQR,GX,14.67,1.349,Sb
NGC 7051,319.963950,-8.782930,AQR,GX,13.80,1.259,Sa
NGC 7184,330.665700,-20.812950,AQR,GX,11.70,6.026,SBc
NGC 7225,333.282900,-26.147440,PSA,GX,13.36,1.950,S0-a
NGC 7214,332.281950,-27.809530,PSA,GX,13.22,1.950,Sbc
NGC 7266,335.995800,-4.073360,AQR,GX,14.38,0.724,Sa
NGC 7285,337.156050,-24.841590,AQR,GX,12.83,2.692,SBa
NGC 7313,338.885700,-26.101770,PSA,GX,15.15,0.692,SBb
NGC 7534,348.610800,-2.698390,PSC,GX,14.41,1.000,IB
NGC 7544,348.737400,-2.199220,PSC,GX,15.96,0.741,S0
NGC 7723,354.737850,-12.961080,AQR,GX,11.93,3.311,SBb
NGC 7730,355.191450,-20.508820,AQR,GX,15.11,0.759,SBbc
NGC 157,8.694900,-8.396500,CET,GX,11.07,3.715,SABb
NGC 210,10.145850,-13.872720,CET,GX,11.72,5.012,SABb
NGC 247,11.785650,-20.760450,CET,GX,9.67,19.498,SABc
NGC 255,11.947050,-11.468710,CET,GX,12.40,2.042,Sbc
NGC 268,12.539850,-5.193760,CET,GX,13.54,1.413,Sbc
NGC 235A,10.719600,-23.540850,CET,GX,14.09,1.380,S0
NGC 352,15.538350,-4.245440,CET,GX,13.54,2.291,SBb
NGC 329,14.506650,-5.071240,CET,GX,14.31,1.585,Sb
NGC 563,21.340500,-18.163830,CET,GX,14.29,1.318,Sc
NGC 578,22.618950,-22.667190,CET,GX,11.54,4.786,Sc
NGC 600,23.272050,-7.311490,CET,GX,13.01,2.630,Scd
NGC 639,24.746850,-29.924360,SCL,GX,14.70,1.047,Sa
NGC 702,27.829950,-4.055920,CET,GX,13.97,1.023,SBbc
NGC 848,32.573250,-10.321150,CET,GX,13.66,1.349,SBab
NGC 858,33.125550,-22.471500,CET,GX,14.31,1.259,Sc
NGC 808,30.986550,-23.312450,CET,GX,14.17,1.318,Sbc
NGC 895,35.401950,-5.521390,CET,GX,12.30,3.311,Sc
NGC 907,35.762250,-20.711870,CET,GX,13.17,2.188,SBd
NGC 908,35.768850,-21.233820,CET,GX,10.82,6.166,SABc
NGC 922,36.268050,-24.788340,FOR,GX,12.40,2.089,SBc
NGC 947,37.138050,-19.042220,CET,GX,13.20,2.138,SABc
NGC 945,37.155450,-10.539170,CET,GX,12.80,2.042,SBc
NGC 881,34.688700,-6.639140,CET,GX,13.23,2.291,SABc
NGC 934,36.887100,-0.244520,CET,GX,14.29,1.148,E-S0
NGC 985,38.657700,-8.787800,CET,GX,14.06,0.871,I
NGC 1037,39.494700,-1.844180,CET,GX,14.27,1.445,SBb
NGC 775,29.636100,-26.293690,FOR,GX,13.38,1.698,SABc
NGC 681,27.295200,-10.426550,CET,GX,12.78,2.455,SABa
NGC 773,29.716650,-11.514690,CET,GX,13.91,1.380,SABa
NGC 806,30.879750,-9.933360,CET,GX,14.77,1.349,SBc
NGC 800,30.549300,-0.130400,CET,GX,14.50,1.072,Sc
NGC 944,36.673050,-14.515610,CET,GX,15.00,1.000,S0-a
NGC 929,36.825900,-12.086890,CET,GX,15.02,0.871,Sa
NGC 1081,41.272950,-15.587790,ERI,GX,14.12,1.778,SBb
NGC 966,37.946400,-19.881740,CET,GX,13.89,1.122,E-S0
NGC 1114,42.280050,-16.993350,ERI,GX,13.15,2.138,Sc
NGC 1125,42.918450,-16.650670,ERI,GX,13.45,1.514,S0-a
NGC 1172,45.400200,-14.836610,ERI,GX,12.76,2.291,E
NGC 1255,48.383250,-25.725230,FOR,GX,11.60,4.074,SABb
NGC 1319,50.985300,-21.527810,ERI,GX,13.94,1.445,S0
NGC 1325A,51.202050,-21.336530,ERI,GX,13.40,1.905,Scd
NGC 1289,49.707600,-1.973330,ERI,GX,13.50,1.738,S0
NGC 1347,52.424100,-22.279360,ERI,GX,13.73,1.413,Sc
NGC 1370,53.810850,-20.373680,ERI,GX,13.54,1.479,E
NGC 1414,55.238100,-21.713830,ERI,GX,14.67,1.698,SBbc
NGC 1418,55.567350,-4.730690,ERI,GX,14.44,1.148,SBb
NGC 1390,54.467400,-19.008330,ERI,GX,14.88,1.445,S0-a
NGC 1547,64.301700,-17.857420,ERI,GX,14.36,1.413,Sbc
NGC 1540A,63.793050,-28.478440,ERI,GX,14.61,0.562,Sa
NGC 1618,69.027300,-3.148680,ERI,GX,13.51,2.138,Sb
NGC 1622,69.152700,-3.188900,ERI,GX,13.42,2.884,SABa
NGC 1648,71.145000,-8.478690,ERI,GX,15.49,0.832,S0
NGC 1741,75.409800,-4.258050,ERI,GX,15.52,1.202,Sm
NGC 1752,75.539700,-8.240510,ERI,GX,13.28,2.951,Sc
NGC 1797,76.936950,-8.019030,ERI,GX,14.42,1.202,SBa
NGC 1811,77.178000,-29.275960,COL,GX,14.48,1.738,Sa
NGC 1843,78.525600,-10.626860,ORI,GX,13.28,1.820,SABc
NGC 1779,76.325100,-9.147240,ERI,GX,13.03,2.692,S0-a
NGC 1924,82.008300,-5.310650,ORI,GX,13.26,1.585,SBbc
NGC 2131,89.698050,-26.653080,LEP,GX,14.60,1.148,IB
NGC 2139,90.283200,-23.672330,LEP,GX,11.98,2.951,Sc
NGC 2110,88.047450,-7.456180,ORI,GX,13.50,1.820,E-S0
NGC 2207,94.091850,-21.372710,CMA,GX,12.14,4.898,SABc
NGC 2223,96.149550,-22.838240,CMA,GX,12.55,2.818,Sbc
NGC 2227,96.491700,-22.004860,CMA,GX,12.86,2.291,Sc
NGC 2377,111.236700,-9.659260,MON,GX,13.51,1.622,Sc
NGC 2501,119.625150,-14.354280,PUP,GX,14.50,1.738,S0
NGC 2578,125.351100,-13.317910,PUP,GX,13.51,2.188,S0-a
NGC 2617,128.911650,-4.088140,HYA,GX,13.79,1.413,SBc
NGC 2706,134.051250,-2.563470,HYA,GX,13.71,1.660,Sbc
NGC 2811,139.046250,-16.312680,HYA,GX,12.24,3.020,SBa
NGC 2817,139.293750,-4.752230,HYA,GX,13.68,1.380,Sc
NGC 2835,139.470300,-22.354580,HYA,GX,11.06,6.457,Sc
NGC 2890,141.624150,-14.528730,HYA,GX,15.38,0.871,E-S0
NGC 2889,141.802350,-11.643390,HYA,GX,12.50,1.950,SABc
NGC 2921,143.631600,-20.920250,HYA,GX,13.03,2.884,SABa
NGC 2907,142.902600,-16.734750,HYA,GX,12.70,2.818,Sa
NGC 2935,144.186900,-21.128120,HYA,GX,12.25,4.169,Sb
NGC 2952,144.403950,-10.183430,HYA,GX,15.11,0.794,Sd
NGC 2975,145.317000,-16.674250,HYA,GX,15.74,0.851,E-S0
NGC 3050,145.786050,-10.383240,SEX,GX,11.37,2.042,SABa
NGC 2969,145.477050,-8.602990,SEX,GX,13.79,1.318,Sc
NGC 2978,145.819800,-9.745720,SEX,GX,13.97,1.072,SABb
NGC 2989,146.355150,-18.373920,HYA,GX,13.55,1.698,SABb
NGC 2983,145.921350,-20.477200,HYA,GX,12.74,2.399,S0-a
NGC 2996,146.625750,-21.571640,HYA,GX,13.66,1.349,S0-a
NGC 3022,147.413550,-5.166640,SEX,GX,14.46,1.698,S0
NGC 3029,147.225150,-8.050940,SEX,GX,14.52,1.349,SABc
NGC 3014,147.282000,-4.743010,SEX,GX,15.68,0.933,Sbc
NGC 3052,148.617150,-18.639190,HYA,GX,12.81,2.138,SABc
NGC 3076,149.406900,-18.178670,HYA,GX,14.11,0.871,Sab
NGC 3086,150.045900,-2.976260,SEX,GX,14.69,1.148,Sb
NGC 3113,151.109550,-28.444690,ANT,GX,13.31,3.467,SABc
NGC 3115,151.308150,-7.718500,SEX,GX,10.08,7.079,E-S0
NGC 3137,152.280900,-29.064170,ANT,GX,12.12,5.623,SABc
NGC 3143,152.516550,-12.581310,HYA,GX,14.90,0.832,SBb
NGC 3139,152.521800,-11.778170,HYA,GX,14.58,1.202,S0
NGC 3145,152.541150,-12.433720,HYA,GX,12.40,2.884,SBbc
NGC 3171,153.903450,-20.647330,HYA,GX,14.05,1.862,E-S0
NGC 3243,156.589500,-2.622200,SEX,GX,14.38,1.738,S0
NGC 3285A,158.203200,-27.522430,HYA,GX,14.45,1.202,Sc
NGC 3322,159.710700,-11.648880,SEX,GX,13.62,2.291,SABc
NGC 3450,162.015150,-20.849250,HYA,GX,12.67,2.630,Sb
NGC 3360,161.067300,-11.242560,SEX,GX,14.41,1.023,Sc
NGC 3591,168.513600,-14.087220,CRT,GX,14.37,1.230,S0-a
NGC 3673,171.303450,-26.736660,HYA,GX,12.48,3.467,Sb
NGC 3660,170.884500,-8.658560,CRT,GX,12.74,2.570,Sbc
NGC 3672,171.260250,-9.795410,CRT,GX,12.07,2.884,Sc
NGC 3905,177.270600,-9.729950,CRT,GX,13.41,1.905,Sc
NGC 3959,178.656750,-7.756510,CRT,GX,14.39,0.891,Sa
NGC 4039,180.473400,-18.886420,CRV,GX,11.04,5.370,SBm
NGC 3892,177.004200,-10.962040,CRT,GX,12.84,3.090,S0-a
NGC 5022,198.378300,-19.546620,VIR,GX,13.91,2.455,Sbc
NGC 4995,197.419500,-7.833350,VIR,GX,11.92,2.455,SABb
NGC 5078,199.958550,-27.410030,HYA,GX,12.04,2.570,Sa
NGC 5095,200.153550,-2.289330,VIR,GX,14.59,1.288,S0-a
NGC 5324,208.024650,-6.058400,VIR,GX,12.62,2.239,Sc
NGC 5330,208.246650,-28.470670,HYA,GX,14.52,1.148,E
NGC 5339,208.501050,-7.930610,VIR,GX,12.84,1.820,Sa
NGC 5343,208.548750,-7.588110,VIR,GX,14.26,1.230,E-S0
NGC 5366,209.104200,-0.247080,VIR,GX,14.59,0.794,S0-a
NGC 5743,221.295900,-20.913560,LIB,GX,13.89,1.288,Sb
NGC 5768,223.033050,-2.529750,LIB,GX,13.60,1.288,SABc
NGC 5757,221.943450,-19.078500,LIB,GX,13.27,2.089,Sb
NGC 5915,230.387850,-13.091720,LIB,GX,12.67,1.660,SBb
NGC 6220,251.805450,-0.275300,OPH,GX,14.99,1.549,Sab
NGC 6929,308.340450,-2.037080,AQL,GX,14.75,0.427,S0-a
NGC 7069,322.024500,-1.646840,AQR,GX,14.65,1.148,E-S0
NGC 7260,335.651850,-4.120710,AQR,GX,13.57,1.820,SABb
NGC 7258,335.742000,-28.345140,PSA,GX,13.97,1.549,Sb
NGC 7566,349.155900,-2.330540,PSC,GX,14.29,1.585,SBa
NGC 7695,353.312550,-2.720100,PSC,GX,16.02,0.562,S?
NGC 7694,353.316300,-2.702990,PSC,GX,13.98,1.380,I
NGC 7719,354.510750,-22.974430,AQR,GX,15.09,0.891,Sab
NGC 442,18.660900,-1.020520,CET,GX,14.45,1.175,S0-a
NGC 1337,52.024800,-8.388420,ERI,GX,12.44,4.898,SBc
NGC 1438,56.321700,-23.002520,ERI,GX,13.22,2.042,Sa
NGC 1459,56.741400,-25.521740,FOR,GX,13.62,1.820,SBbc
NGC 1599,67.911450,-4.588320,ERI,GX,14.10,0.813,SBc
NGC 1626,69.104400,-4.987240,ERI,GX,14.64,1.349,E
NGC 1716,74.555550,-20.363580,LEP,GX,13.94,1.318,Sbc
NGC 2263,99.620100,-24.848670,CMA,GX,12.87,2.884,SBab
NGC 2956,144.821100,-19.101110,HYA,GX,15.32,0.851,SBb
NGC 3173,153.645450,-27.692750,ANT,GX,13.65,1.905,Sc
NGC 3314A,159.303300,-27.683800,HYA,GX,14.13,1.175,SBab
NGC 4748,193.051800,-13.414670,CRV,GX,14.37,1.259,S?
NGC 4781,193.599000,-10.537190,VIR,GX,11.39,3.631,Scd
NGC 4948A,196.274100,-8.161290,VIR,GX,13.99,1.445,SBd
NGC 5035,198.705150,-16.492530,VIR,GX,13.68,1.549,S0-a
NGC 4965,196.789050,-28.228130,HYA,GX,12.72,2.512,SABc
NGC 216,10.362000,-21.048060,CET,GX,13.71,1.349,S0
NGC 337,14.958750,-7.578160,CET,GX,12.01,2.951,SBcd
NGC 1211,46.718400,-0.794450,CET,GX,13.28,1.479,S0-a
NGC 1301,50.147250,-18.715300,ERI,GX,14.13,2.399,SBbc
NGC 1397,54.946350,-4.670070,ERI,GX,14.66,0.955,S0-a
NGC 1425,55.547850,-29.893380,FOR,GX,11.32,4.898,Sb
NGC 1486,59.077950,-21.821090,ERI,GX,15.11,0.912,SABb
NGC 701,27.766500,-9.702360,CET,GX,12.81,2.239,SBc
NGC 936,36.906000,-1.155970,CET,GX,11.20,4.467,S0-a
NGC 1586,67.659300,-0.304150,ERI,GX,14.09,1.698,SBbc
NGC 1954,83.201400,-14.062780,LEP,GX,12.56,3.631,Sbc
NGC 2076,86.697600,-16.782380,LEP,GX,13.93,2.512,S0-a
NGC 2179,92.009250,-21.746680,LEP,GX,13.26,1.995,S0-a
NGC 2196,93.040200,-21.805930,LEP,GX,11.96,2.754,Sa
NGC 2642,130.184850,-4.121740,HYA,GX,13.42,1.905,Sbc
NGC 2848,140.041200,-16.525970,HYA,GX,12.45,2.692,SABc
NGC 3208,154.921950,-25.814800,HYA,GX,13.56,1.778,Sc
NGC 5595,216.055950,-16.723410,LIB,GX,12.58,2.138,SABc
NGC 5861,227.317050,-11.321630,LIB,GX,12.34,2.754,SABc
NGC 7309,338.585700,-10.357000,AQR,GX,13.04,2.089,SABc
NGC 7252,335.186250,-24.678210,AQR,GX,12.79,1.862,S0
NGC 1201,46.033350,-26.069690,FOR,GX,11.70,3.388,E-S0
NGC 165,9.120450,-10.106120,CET,GX,13.99,1.622,Sbc
NGC 1306,50.262600,-25.512550,FOR,GX,13.95,1.096,Sb
NGC 2733,134.692350,-3.710090,HYA,GX,13.47,1.820,Sbc
NGC 4433,186.910950,-8.280340,VIR,GX,13.23,1.995,SABa
NGC 5068,199.728900,-21.039050,VIR,GX,10.64,7.413,Sc
NGC 253,11.887950,-25.288440,SCL,GX,7.93,26.915,SABc
NGC 333,14.713800,-16.469220,CET,GX,14.81,1.514,S0
NGC 357,15.841050,-6.338790,CET,GX,13.16,2.089,S0-a
NGC 429,18.239250,-0.345010,CET,GX,14.53,1.514,S0
NGC 538,21.358350,-1.550700,CET,GX,14.61,1.380,SBab
NGC 543,21.458250,-1.292840,CET,GX,14.22,0.813,E-S0
NGC 545,21.496500,-1.340160,CET,GX,13.37,3.020,E-S0
NGC 547,21.502650,-1.345170,CET,GX,13.16,3.090,E
NGC 560,21.855900,-1.913000,CET,GX,13.89,2.089,S0
NGC 584,22.836300,-6.868040,CET,GX,11.33,3.802,E
NGC 682,27.269100,-14.974900,CET,GX,14.14,0.741,E-S0
NGC 833,32.336850,-10.133140,CET,GX,13.72,1.622,SABa
NGC 838,32.410500,-10.146350,CET,GX,13.53,1.349,S0-a
NGC 885,33.639900,-0.766830,CET,GX,13.93,1.259,Sa
NGC 942,37.292850,-10.836060,CET,GX,14.38,1.549,S0-a
NGC 1045,40.121400,-11.277570,CET,GX,13.42,1.698,E-S0
NGC 1079,40.934700,-29.003350,FOR,GX,12.36,2.630,SABa
NGC 1121,42.663300,-1.734040,ERI,GX,13.65,0.955,S0
NGC 1199,45.910500,-15.613860,ERI,GX,12.39,2.818,E
NGC 1209,46.512600,-15.611250,ERI,GX,12.35,2.239,E
NGC 1222,47.236350,-2.955170,ERI,GX,13.15,1.585,E-S0
NGC 1239,47.723850,-2.553220,ERI,GX,14.60,1.230,S0
NGC 1297,49.809300,-19.100060,ERI,GX,13.09,2.399,E-S0
NGC 1298,50.054550,-2.114170,ERI,GX,14.90,1.023,E
NGC 1309,50.527350,-15.400060,ERI,GX,11.96,2.399,Sbc
NGC 1331,51.618150,-21.355600,ERI,GX,14.30,0.912,E
NGC 1353,53.012400,-20.818930,ERI,GX,12.36,3.631,Sb
NGC 1357,53.321250,-13.664140,ERI,GX,12.40,3.388,Sab
NGC 1358,53.415450,-5.089540,ERI,GX,13.20,2.138,S0-a
NGC 1383,54.413400,-18.339420,ERI,GX,13.48,1.995,S0
NGC 1395,54.623700,-23.027440,ERI,GX,10.60,4.677,E
NGC 1398,54.717000,-26.337760,FOR,GX,10.55,6.918,SBab
NGC 1401,54.841050,-22.724710,ERI,GX,13.11,2.455,S0
NGC 1407,55.049700,-18.580460,ERI,GX,10.70,5.754,E
NGC 1412,55.122450,-26.862250,FOR,GX,13.76,1.072,S0
NGC 1416,55.261950,-22.719170,ERI,GX,14.16,1.514,E
NGC 1417,55.489200,-4.704830,ERI,GX,12.81,2.512,SABb
NGC 1426,55.704600,-22.108390,ERI,GX,12.27,2.884,E
NGC 1439,56.208300,-21.920720,ERI,GX,12.29,2.951,E
NGC 1600,67.916100,-5.086080,ERI,GX,11.94,3.311,E
NGC 1601,67.923900,-5.060250,ERI,GX,14.83,0.933,S0
NGC 1603,67.958100,-5.094420,ERI,GX,14.73,0.871,S0
NGC 1614,68.499900,-8.579000,ERI,GX,13.61,1.259,SBc
NGC 1620,69.155550,-0.143610,ERI,GX,12.87,3.467,SABc
NGC 1653,71.447250,-2.392810,ERI,GX,12.92,1.778,E
NGC 1713,74.727600,-0.488860,ORI,GX,13.88,1.318,E
NGC 1726,74.924700,-7.755340,ERI,GX,12.68,2.884,S0
NGC 1889,80.647200,-11.496750,LEP,GX,14.09,0.631,E
NGC 2089,86.964150,-17.602410,LEP,GX,13.04,2.188,E-S0
NGC 2106,87.694350,-21.567260,LEP,GX,13.15,2.455,S0
NGC 2217,95.415600,-27.233680,CMA,GX,11.63,4.677,S0-a
NGC 2292,101.915400,-26.748830,CMA,GX,11.83,4.365,S0
NGC 2325,105.668400,-28.697300,CMA,GX,12.30,3.981,E
NGC 2695,133.612800,-3.067020,HYA,GX,12.84,1.622,S0
NGC 2815,139.082250,-23.633300,HYA,GX,12.77,3.467,SBb
NGC 2865,140.875800,-23.161580,HYA,GX,12.45,2.455,E
NGC 2974,145.638600,-3.698900,SEX,GX,11.88,3.467,E
NGC 2980,145.799850,-9.612400,SEX,GX,13.60,1.778,Sc
NGC 2992,146.425200,-14.326380,HYA,GX,13.06,2.951,Sa
NGC 3078,149.602200,-26.926070,HYA,GX,12.07,3.020,E
NGC 3085,149.870700,-19.491680,HYA,GX,14.06,1.230,S0
NGC 3305,159.049200,-27.162220,HYA,GX,13.75,1.175,E
NGC 3307,159.071700,-27.529730,HYA,GX,15.38,0.955,S0-a
NGC 3308,159.093300,-27.437870,HYA,GX,13.39,1.202,E-S0
NGC 3309,159.148650,-27.518340,HYA,GX,12.56,1.820,E
NGC 3315,159.330150,-27.191340,HYA,GX,14.36,1.202,E-S0
NGC 3521,166.452450,-0.035780,LEO,GX,9.90,8.318,SABb
NGC 3528,166.825350,-19.471530,CRT,GX,13.00,2.570,S0
NGC 3597,168.674850,-23.727660,CRT,GX,13.70,1.479,S0-a
NGC 3661,170.910150,-13.831110,CRT,GX,14.26,1.778,S0-a
NGC 3818,175.489050,-6.155600,VIR,GX,12.71,2.455,E
NGC 3904,177.305100,-29.276840,HYA,GX,11.79,3.467,E
NGC 4106,181.687350,-29.768250,HYA,GX,12.28,4.169,S0-a
NGC 4404,186.567300,-7.680830,VIR,GX,14.25,1.549,E-S0
NGC 4684,191.822850,-2.727410,VIR,GX,12.16,2.951,S0-a
NGC 4699,192.259050,-8.664310,VIR,GX,10.38,3.981,SABb
NGC 4714,192.580200,-13.324310,CRV,GX,14.12,1.995,E-S0
NGC 4742,192.950100,-10.454780,VIR,GX,12.11,2.138,E
NGC 4753,193.091550,-1.199580,VIR,GX,10.57,6.457,S0-a
NGC 4756,193.219350,-15.413150,CRV,GX,13.32,2.291,E-S0
NGC 4776,193.268700,-9.200030,VIR,GX,14.03,1.950,S0
NGC 4761,193.273800,-9.203910,VIR,GX,13.48,2.692,S0
NGC 4760,193.280100,-10.494280,VIR,GX,12.51,2.570,E
NGC 4786,193.635000,-6.859450,VIR,GX,12.72,1.995,E
NGC 4783,193.652400,-12.558360,CRV,GX,12.82,1.413,E
NGC 4825,194.301000,-13.664700,VIR,GX,12.88,2.692,E-S0
NGC 4856,194.838600,-15.042170,VIR,GX,11.44,4.266,S0-a
NGC 5044,198.849750,-16.385340,VIR,GX,11.59,3.631,E
NGC 5061,199.521300,-26.837130,HYA,GX,11.21,3.715,E
NGC 5084,200.070300,-21.827310,VIR,GX,11.60,10.000,S0
NGC 5170,202.453200,-17.966500,VIR,GX,12.07,7.943,Sc
NGC 5393,210.133500,-28.874600,HYA,GX,14.15,0.955,SBa
NGC 5507,213.332850,-3.148870,VIR,GX,13.43,1.585,S0
NGC 5719,220.234800,-0.318170,VIR,GX,13.34,3.090,SABa
NGC 5745,221.257800,-13.946710,LIB,GX,13.35,1.622,Sa
NGC 5796,224.850300,-16.623820,LIB,GX,12.73,2.630,E
NGC 5858,227.204700,-11.207740,LIB,GX,13.95,2.138,E
NGC 5883,228.792450,-14.616860,LIB,GX,14.51,1.288,S0
NGC 5898,229.556700,-24.098020,LIB,GX,12.44,2.692,E
NGC 5903,229.652100,-24.068560,LIB,GX,12.21,3.020,E
